id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
1	0	0	0	7	7	0	7	0	0
2	0	335	335	369	34	0	34	0	0
3	0	371	371	400	29	0	29	0	0
4	0	898	898	1071	110	63	173	0	0
5	0	1078	1078	1105	27	0	27	0	0
6	0	1095	1105	1142	24	13	47	10	10
8	0	1414	1414	1437	23	0	23	0	0
7	0	1383	1383	1446	24	20	63	19	0
9	0	1432	1480	1534	54	0	102	48	48
10	0	1441	1446	1537	37	34	96	25	5
0	0	0	0	1537	1168	0	1537	369	0
