id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
1	0	0	0	10	10	0	10	0	0
2	0	32	32	50	17	1	18	0	0
3	0	101	101	135	29	5	34	0	0
4	0	139	139	150	5	6	11	0	0
5	0	212	212	221	9	0	9	0	0
6	0	261	261	283	22	0	22	0	0
7	0	560	560	585	13	12	25	0	0
8	0	744	744	785	26	14	41	1	0
9	0	757	757	901	90	40	144	14	0
10	0	1017	1017	1067	22	28	50	0	0
0	0	0	0	1067	824	0	1067	243	0
