id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
1	0	0	0	3	3	0	3	0	0
2	0	37	37	40	3	0	3	0	0
3	0	459	459	479	3	17	20	0	0
4	0	794	794	795	1	0	1	0	0
5	0	874	874	887	6	7	13	0	0
6	0	1025	1025	1028	3	0	3	0	0
7	0	1099	1099	1107	8	0	8	0	0
8	0	1306	1306	1374	21	47	68	0	0
9	0	1384	1384	1401	16	1	17	0	0
10	0	1938	1938	1993	6	49	55	0	0
0	0	0	0	1993	1923	0	1993	70	0
